X,id,date,time,gender,age,natlangs,primelangs,dyslexia,psychiatric,education,tests,Eng_start,Eng_country_yrs,house_Eng,dictionary,already_participated,countries,currcountry,US_region,UK_region,Can_region,Ebonics,Ir_region,UK_constituency,nat_Eng,prime_Eng,speaker_cat,type,Lived_Eng_per,Eng_little,q1,q2,q3,q5,q6,q7,q9_1,q9_4,q10_2,q10_4,q11_3,q11_4,q12_1,q12_2,q12_4,q13_3,q13_4,q14_3,q14_4,q15_1,q15_2,q15_3,q16_3,q16_4,q17_1,q17_3,q17_4,q18_2,q18_3,q18_4,q19_1,q19_2,q19_3,q19_4,q20_1,q20_2,q20_3,q20_4,q21_1,q21_2,q21_3,q21_4,q22_1,q22_2,q22_3,q22_4,q23_3,q23_4,q24_1,q24_2,q24_3,q24_4,q25_1,q25_2,q25_3,q25_4,q26_1,q26_2,q26_3,q26_4,q27_1,q27_2,q27_3,q27_4,q28_1,q28_2,q29_1,q29_2,q29_3,q29_4,q30_1,q30_2,q30_3,q30_4,q31_1,q31_4,q32_5,q32_6,q32_8,q33_4,q33_5,q33_6,q33_7,q34_1,q34_2,q34_3,q34_4,q34_6,q34_8,q35_1,q35_2,q35_4,q35_5,q35_7,q35_8,correct,elogit
95563,260864,2014-05-31,05:39:22,female,25,German,German,0,0,Some Undergrad (higher ed),",WhichEnglish",11,0,0,0,0,Turkey,Turkey,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989473684210526,4.14313472639153
629299,3126495,2014-06-30,04:22:03,male,27,German,German,0,0,Graduate Degree,",WhichEnglish",12,2,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0.133333333333333,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989473684210526,4.14313472639153
532647,1203411,2014-06-19,08:09:43,female,27,German,German,0,0,High School Degree (12-13 years),",WhichEnglish",13,2,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0.142857142857143,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.926315789473684,2.46809953147162
267272,553598,2014-06-04,17:15:38,female,24,Spanish,Spanish,0,0,High School Degree (12-13 years),",WhichEnglish",7,1,0,0,0,"Mexico, United States",Mexico,none,NULL,NULL,0,NULL,NULL,0,0,late,Spanish,0.0588235294117647,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978947368421053,3.62167070442049
57510,202010,2014-05-30,13:54:39,female,25,Italian,Spanish,0,0,Graduate Degree,",WhichEnglish",11,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Italian,0,little,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.873684210526316,1.89911798754855
269269,556833,2014-06-04,18:17:08,female,28,German,German,0,0,Graduate Degree,",WhichEnglish",11,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.968421052631579,3.27444567602301
508900,1165768,2014-06-16,09:09:21,male,24,"Catalan, Spanish",Spanish,0,0,High School Degree (12-13 years),",WhichEnglish",21,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,NA,0,little,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.873684210526316,1.89911798754855
450875,1067656,2014-06-14,07:59:17,male,37,German,German,0,0,Graduate Degree,",WhichEnglish",10,4,0,0,0,"Germany, Spain, United Kingdom",Spain,NULL,none,NULL,NULL,NULL,none,0,0,foreign,NA,0.148148148148148,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.936842105263158,2.62243644837922
467125,1092225,2014-06-15,10:20:18,male,31,Spanish,Spanish,0,0,Undergraduate Degree (3-5 years higher ed),",WhichEnglish",13,19,0,0,0,United States,United States,New Jersey,NULL,NULL,0,NULL,NULL,0,0,late,Spanish,1.05555555555556,lot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.978947368421053,3.62167070442049
661253,3648164,2014-07-11,10:52:06,female,20,"English, French, German",Spanish,0,0,Graduate Degree,",WhichEnglish",9,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,1,1,late,NA,0,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978947368421053,3.62167070442049
5988,10945,2014-05-28,08:25:15,male,32,Spanish,Spanish,0,0,Graduate Degree,",WhichEnglish",12,3,1,0,0,"Spain, United States",Spain,California,NULL,NULL,0,NULL,NULL,0,0,late,Spanish,0.15,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0.863157894736842,1.81010860789625
23644,126617,2014-05-29,13:56:59,male,35,German,German,0,0,Graduate Degree,",WhichEnglish",8,0,0,0,0,Austria,Austria,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.884210526315789,1.99440449899392
625636,3120577,2014-06-29,07:03:16,male,31,German,German,0,0,Graduate Degree,",WhichEnglish",10,1,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0.0476190476190476,little,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.968421052631579,3.27444567602301
202657,450244,2014-06-03,13:25:36,male,27,German,German,0,0,Some Graduate School,",WhichEnglish",10,0,1,0,0,"Austria, Germany, Portugal, Switzerland",Austria,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989473684210526,4.14313472639153
68449,220030,2014-05-30,18:09:30,male,30,Catalan,Spanish,0,0,Graduate Degree,",WhichEnglish",2,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,foreign,NA,0,little,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.947368421052632,2.80060175846745
570354,1366076,2014-06-20,12:07:27,male,16,Turkish,German,0,1,High School Degree (12-13 years),",WhichEnglish",7,0,0,0,0,Turkey,Turkey,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Turkish,0,little,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.873684210526316,1.89911798754855
504106,1158209,2014-06-16,02:29:08,male,28,Spanish,Spanish,0,0,Some Undergrad (higher ed),",WhichEnglish",6,0,0,0,0,Mexico,Mexico,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Spanish,0,little,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.936842105263158,2.62243644837922
318972,634357,2014-06-06,02:09:11,male,23,Spanish,Spanish,0,0,Some Graduate School,",WhichEnglish",6,0,1,0,0,"Argentina, Belgium, Paraguay",Paraguay,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Spanish,0,little,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.91578947368421,2.3315726298673
292592,593290,2014-06-05,08:36:55,female,14,Hungarian,German,0,0,Haven't Finished High School (less than 13 years ed),",WhichEnglish",6,NA,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,foreign,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0.873684210526316,1.89911798754855
193380,436503,2014-06-03,09:59:22,male,22,Spanish,Spanish,0,0,Graduate Degree,",WhichEnglish",20,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Spanish,0,little,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.778947368421053,1.2427461902519
307634,617625,2014-06-05,16:37:58,female,36,Spanish,Spanish,0,0,Graduate Degree,",WhichEnglish",4,10,1,0,0,Portugal,Portugal,NULL,NULL,NULL,NULL,NULL,NULL,0,0,foreign,NA,0.3125,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.936842105263158,2.62243644837922
309275,620032,2014-06-05,17:20:33,male,28,English,German,0,0,Graduate Degree,",WhichEnglish",0,NA,NULL,0,0,"Germany, Switzerland",Germany,NULL,NULL,NULL,NULL,NULL,NULL,1,1,native,NA,NA,monoeng,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989473684210526,4.14313472639153
581033,1385801,2014-06-21,16:37:36,female,31,"Galician, Spanish",Spanish,0,0,Graduate Degree,",WhichEnglish",5,0,1,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,foreign,NA,0,little,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.936842105263158,2.62243644837922
171400,402570,2014-06-02,07:30:29,female,56,German,German,0,0,Graduate Degree,",WhichEnglish",10,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.821052631578947,1.50089774385889
323523,641044,2014-06-06,05:37:25,male,53,German,German,0,0,High School Degree (12-13 years),",WhichEnglish",10,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.936842105263158,2.62243644837922
251864,525716,2014-06-04,10:20:04,male,19,Spanish,Spanish,0,0,Graduate Degree,",WhichEnglish",5,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,foreign,NA,0,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.905263157894737,2.20885261533134
129381,319067,2014-05-31,21:30:19,male,45,Spanish,German,0,0,Graduate Degree,",WhichEnglish",4,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,foreign,NA,0,little,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0.789473684210526,1.30370777011062
506108,1161394,2014-06-16,05:37:06,male,36,Spanish,Spanish,0,0,Graduate Degree,",WhichEnglish",12,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Spanish,0,little,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.810526315789474,1.43250720427502
183273,420042,2014-06-02,13:19:27,female,30,German,German,0,0,Graduate Degree,",WhichEnglish",10,1,0,0,0,United States,United States,North Dakota,NULL,NULL,0,NULL,NULL,0,0,late,German,0.05,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.957894736842105,3.0122615755052
196037,440482,2014-06-03,10:57:45,male,23,Hungarian,German,0,0,Undergraduate Degree (3-5 years higher ed),",WhichEnglish",15,0,0,0,0,Hungary,Hungary,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Hungarian,0,little,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.873684210526316,1.89911798754855
510336,1168083,2014-06-16,11:02:07,male,32,Spanish,Spanish,0,0,Haven't Finished High School (less than 13 years ed),",WhichEnglish",17,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Spanish,0,little,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0.757894736842105,1.12658614071052
380999,726514,2014-06-08,17:24:41,male,29,German,German,0,0,Graduate Degree,",WhichEnglish",13,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.926315789473684,2.46809953147162
322210,639084,2014-06-06,04:41:05,male,31,German,German,0,0,High School Degree (12-13 years),",WhichEnglish",11,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.821052631578947,1.50089774385889
507368,1163338,2014-06-16,07:14:29,male,19,German,German,0,0,High School Degree (12-13 years),",WhichEnglish",12,NA,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,NA,NA,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842105263,2.09714111877924
12453,103347,2014-05-29,04:12:06,male,20,Spanish,Spanish,0,0,Some Graduate School,",WhichEnglish",10,0,0,0,0,Spain,Spain,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,Spanish,0,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.947368421052632,2.80060175846745
414878,1014042,2014-06-11,15:47:32,female,33,German,German,0,0,Graduate Degree,",WhichEnglish",11,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.947368421052632,2.80060175846745
438165,1048641,2014-06-13,13:11:19,male,19,English,Spanish,0,0,Some Graduate School,",WhichEnglish",4,0,0,0,0,Chile,Chile,NULL,NULL,NULL,NULL,NULL,NULL,1,1,foreign,NA,0,little,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0.831578947368421,1.57239664075375
463237,1086444,2014-06-15,07:04:14,male,23,"Basque, Spanish",Spanish,0,0,Graduate Degree,",WhichEnglish",12,1,0,0,0,"Estonia, Spain, United Kingdom",Spain,NULL,none,NULL,NULL,NULL,none,0,0,late,NA,0.0909090909090909,little,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.936842105263158,2.62243644837922
199830,446125,2014-06-03,12:23:47,female,25,German,German,0,0,High School Degree (12-13 years),",WhichEnglish",11,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.957894736842105,3.0122615755052
90283,252598,2014-05-31,03:38:43,female,17,German,German,0,0,High School Degree (12-13 years),",WhichEnglish",10,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978947368421053,3.62167070442049
296549,601158,2014-06-05,11:11:02,male,28,German,German,0,0,Graduate Degree,",WhichEnglish",11,0,0,0,0,Germany,Germany,NULL,NULL,NULL,NULL,NULL,NULL,0,0,late,German,0,little,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.968421052631579,3.27444567602301
